Country,Type,Year,AQI
"Redondo Beach, USA",City,2021,12.7
"Santa Monica, USA",City,2021,12.7
"Winter Gardens, USA",City,2021,12.7
"Thornton, USA",City,2021,12.7
"Timnath, USA",City,2021,12.7
"Brownsburg, USA",City,2021,12.7
"Salina, USA",City,2021,12.7
"Shawnee, USA",City,2021,12.7
"West Bloomfield Township, USA",City,2021,12.7
"Saint Louis, USA",City,2021,12.7
"Monaca, USA",City,2021,12.7
"Spring City, USA",City,2021,12.7
"West Norriton, USA",City,2021,12.7
"Oshkosh, USA",City,2021,12.7
"Steenokkerzeel, Belgium",City,2021,12.6
"Rio Branco, Brazil",City,2021,12.6
"Saint-Quentin, France",City,2021,12.6
"Hagen, Germany",City,2021,12.6
"Niederzier, Germany",City,2021,12.6
"Ermoupolis, Greece",City,2021,12.6
"Galatina, Italy",City,2021,12.6
"Tadotsu, Japan",City,2021,12.6
"Kosong, South Korea",City,2021,12.6
"Yeongdeok, South Korea",City,2021,12.6
"Seogwipo, South Korea",City,2021,12.6
"Granada, Spain",City,2021,12.6
"Arafo, Spain",City,2021,12.6
"Torrejon de Ardoz, Spain",City,2021,12.6
"Mariposa, USA",City,2021,12.6
"Moorpark, USA",City,2021,12.6
"Rancho Cordova, USA",City,2021,12.6
"North Star, USA",City,2021,12.6
"Kimberly, USA",City,2021,12.6
"Salmon, USA",City,2021,12.6
"Hartford, USA",City,2021,12.6
"Riverside, USA",City,2021,12.6
"Kensington, USA",City,2021,12.6
"Midland, USA",City,2021,12.6
"Chanhassen, USA",City,2021,12.6
"Edina, USA",City,2021,12.6
"Excelsior, USA",City,2021,12.6
"Lee's Summit, USA",City,2021,12.6
"Williamsburg, USA",City,2021,12.6
"Dillonvale, USA",City,2021,12.6
"Wadsworth, USA",City,2021,12.6
"Woodsfield, USA",City,2021,12.6
"McDonald, USA",City,2021,12.6
"Quakertown, USA",City,2021,12.6
"Sewickley, USA",City,2021,12.6
"Chattanooga, USA",City,2021,12.6
"Frisco, USA",City,2021,12.6
"Springfield, USA",City,2021,12.6
"Moses Lake, USA",City,2021,12.6
"Okanogan, USA",City,2021,12.6
"Tirana, Albania",City,2021,12.5
"Qoqek, China",City,2021,12.5
"La Mulatiere, France",City,2021,12.5
"Berlin, Germany",City,2021,12.5
"Bernau bei Berlin, Germany",City,2021,12.5
"Warstein, Germany",City,2021,12.5
"Veszprem, Hungary",City,2021,12.5
"Andria, Italy",City,2021,12.5
"Bari, Italy",City,2021,12.5
"Casamassima, Italy",City,2021,12.5
"Arao, Japan",City,2021,12.5
"Kangar, Malaysia",City,2021,12.5
"Bintulu, Malaysia",City,2021,12.5
"San Miguel de Allende, Mexico",City,2021,12.5
"Veldhoven, Netherlands",City,2021,12.5
"Hwayang, South Korea",City,2021,12.5
"A Coruna, Spain",City,2021,12.5
"Christchurch, United Kingdom",City,2021,12.5
"Benton, USA",City,2021,12.5
"Roseville, USA",City,2021,12.5
"San Marino, USA",City,2021,12.5
"Mountain Home, USA",City,2021,12.5
"Swartz, USA",City,2021,12.5
"Pittsburgh, USA",City,2021,12.5
"Rockledge, USA",City,2021,12.5
"White Oak, USA",City,2021,12.5
"Leesville, USA",City,2021,12.5
"New Berlin, USA",City,2021,12.5
"Sparta, USA",City,2021,12.5
"Brugge, Belgium",City,2021,12.4
"Simcoe, Canada",City,2021,12.4
"Shenjiamen, China",City,2021,12.4
"Marignane, France",City,2021,12.4
"Ajka, Hungary",City,2021,12.4
"Barletta, Italy",City,2021,12.4
"San Vitaliano, Italy",City,2021,12.4
"Misterbianco, Italy",City,2021,12.4
"Shikokuchuo, Japan",City,2021,12.4
"Cabot, USA",City,2021,12.4
"Arnold, USA",City,2021,12.4
"Aukum, USA",City,2021,12.4
"Fair Oaks, USA",City,2021,12.4
"Herald, USA",City,2021,12.4
"Laytonville, USA",City,2021,12.4
"Rubidoux, USA",City,2021,12.4
"Seal Beach, USA",City,2021,12.4
"Spring Valley, USA",City,2021,12.4
"West Sacramento, USA",City,2021,12.4
"Driggs, USA",City,2021,12.4
"Eagle, USA",City,2021,12.4
"Sandpoint, USA",City,2021,12.4
"Indianapolis, USA",City,2021,12.4
"Gaithersburg, USA",City,2021,12.4
"Silver Spring, USA",City,2021,12.4
"Athens, USA",City,2021,12.4
"Cottage Grove, USA",City,2021,12.4
"Hastings, USA",City,2021,12.4
"Prior Lake, USA",City,2021,12.4
"Goldsboro, USA",City,2021,12.4
"Chester, USA",City,2021,12.4
"Macungie, USA",City,2021,12.4
"Natrona Heights, USA",City,2021,12.4
"Springdale, USA",City,2021,12.4
"Chippewa Falls, USA",City,2021,12.4
"Baden, Austria",City,2021,12.3
"Destelbergen, Belgium",City,2021,12.3
"Kapellen, Belgium",City,2021,12.3
"Marseille 16, France",City,2021,12.3
"Kecskemet, Hungary",City,2021,12.3
"Torchiarolo, Italy",City,2021,12.3
"Le Grazie di Ancona, Italy",City,2021,12.3
"Villa Pigna, Italy",City,2021,12.3
"Magione, Italy",City,2021,12.3
"Abiko, Japan",City,2021,12.3
"Niihama, Japan",City,2021,12.3
"Otsubomachi, Japan",City,2021,12.3
"Guanajuato, Mexico",City,2021,12.3
"Utrecht, Netherlands",City,2021,12.3
"Roland, USA",City,2021,12.3
"Copperopolis, USA",City,2021,12.3
"Dana Point, USA",City,2021,12.3
"Lemoore, USA",City,2021,12.3
"Nevada City, USA",City,2021,12.3
"Valley Ekurhuleni, USA",City,2021,12.3
"Hailey, USA",City,2021,12.3
"DeKalb, USA",City,2021,12.3
"Hampshire, USA",City,2021,12.3
"Wauconda, USA",City,2021,12.3
"Shreveport, USA",City,2021,12.3
"Detroit, USA",City,2021,12.3
"Montclair, USA",City,2021,12.3
"Newark, USA",City,2021,12.3
"Hendersonville, USA",City,2021,12.3
"Vinita, USA",City,2021,12.3
"Jefferson, USA",City,2021,12.3
"Clairton, USA",City,2021,12.3
"Coopersburg, USA",City,2021,12.3
"Grapevine, USA",City,2021,12.3
"North Richland Hills, USA",City,2021,12.3
"Spring, USA",City,2021,12.3
"Menomonie, USA",City,2021,12.3
"Marituba, Brazil",City,2021,12.2
"Cacoal, Brazil",City,2021,12.2
"Coquimbo, Chile",City,2021,12.2
"Los Maitenes, Chile",City,2021,12.2
"Jihlava, Czech Republic",City,2021,12.2
"Gardanne, France",City,2021,12.2
"Frankfurt/Oder, Germany",City,2021,12.2
"Falconara Marittima, Italy",City,2021,12.2
"Bressanone, Italy",City,2021,12.2
"Gjilan, Kosovo",City,2021,12.2
"Bailén, Spain",City,2021,12.2
"Barakaldo, Spain",City,2021,12.2
"Hertford, United Kingdom",City,2021,12.2
"Stockton, United Kingdom",City,2021,12.2
"Holywood, United Kingdom",City,2021,12.2
"Catheys Valley, USA",City,2021,12.2
"June Lake, USA",City,2021,12.2
"Moreno Valley, USA",City,2021,12.2
"San Clemente, USA",City,2021,12.2
"Firestone, USA",City,2021,12.2
"Blackfoot, USA",City,2021,12.2
"Lake Forest, USA",City,2021,12.2
"La Porte, USA",City,2021,12.2
"Cedar Rapids, USA",City,2021,12.2
"Berea, USA",City,2021,12.2
"Prairieville, USA",City,2021,12.2
"Woodbury, USA",City,2021,12.2
"Kalispell, USA",City,2021,12.2
"Thompson Falls, USA",City,2021,12.2
"North Valley, USA",City,2021,12.2
"Franklin, USA",City,2021,12.2
"Raleigh, USA",City,2021,12.2
"Yanceyville, USA",City,2021,12.2
"Graniteville, USA",City,2021,12.2
"Goodlettsville, USA",City,2021,12.2
"Knoxville, USA",City,2021,12.2
"Atascocita, USA",City,2021,12.2
"Leonard, USA",City,2021,12.2
"Wellsville, USA",City,2021,12.2
"Newington, USA",City,2021,12.2
"Washington, USA",City,2021,12.2
"Washington, USA",City,2021,12.2
"Turtle Lake, USA",City,2021,12.2
"Linz, Austria",City,2021,12.1
"Comilla, Bangladesh",City,2021,12.1
"Aarschot, Belgium",City,2021,12.1
"Woodstock, Canada",City,2021,12.1
"Romans-sur-Isere, France",City,2021,12.1
"Blankenfelde-Mahlow, Germany",City,2021,12.1
"Spremberg, Germany",City,2021,12.1
"Tinos, Greece",City,2021,12.1
"Ercolano, Italy",City,2021,12.1
"Guidonia Montecelio, Italy",City,2021,12.1
"Ozu, Japan",City,2021,12.1
"Yanagawa, Japan",City,2021,12.1
"Kanoya, Japan",City,2021,12.1
"Chukai, Malaysia",City,2021,12.1
"H'Attard, Malta",City,2021,12.1
"Sluiskil, Netherlands",City,2021,12.1
"Constanta, Romania",City,2021,12.1
"Dambulla, Sri Lanka",City,2021,12.1
"Lausanne, Switzerland",City,2021,12.1
"Bradford, United Kingdom",City,2021,12.1
"Horsham, United Kingdom",City,2021,12.1
"Alexander, USA",City,2021,12.1
"Clarksburg, USA",City,2021,12.1
"Coronado, USA",City,2021,12.1
"Fairbanks Ranch, USA",City,2021,12.1
"Highgrove, USA",City,2021,12.1
"Inyokern, USA",City,2021,12.1
"Tustin, USA",City,2021,12.1
"Davenport, USA",City,2021,12.1
"Kittery, USA",City,2021,12.1
"Rumford, USA",City,2021,12.1
"Temperance, USA",City,2021,12.1
"Moncure, USA",City,2021,12.1
"Spring Valley, USA",City,2021,12.1
"Lima, USA",City,2021,12.1
"Anderson, USA",City,2021,12.1
"Greenville, USA",City,2021,12.1
"Southlake, USA",City,2021,12.1
"West University Place, USA",City,2021,12.1
"Hooper, USA",City,2021,12.1
"Logan, USA",City,2021,12.1
"Chesterfield, USA",City,2021,12.1
"West Richland, USA",City,2021,12.1
"Mount Pleasant, USA",City,2021,12.1
"Traun, Austria",City,2021,12.0
"Vilvoorde, Belgium",City,2021,12.0
"Santos, Brazil",City,2021,12.0
"Didsbury, Canada",City,2021,12.0
"Copiapo, Chile",City,2021,12.0
"Sanya, China",City,2021,12.0
"Lijiang, China",City,2021,12.0
"Kladno, Czech Republic",City,2021,12.0
"Valenciennes, France",City,2021,12.0
"Schwerin, Germany",City,2021,12.0
"Acri, Italy",City,2021,12.0
"Solofra, Italy",City,2021,12.0
"Ciampino, Italy",City,2021,12.0
"Pineta, Italy",City,2021,12.0
"Tobishima, Japan",City,2021,12.0
"Uto, Japan",City,2021,12.0
"Soja, Japan",City,2021,12.0
"Hiraidemachi, Japan",City,2021,12.0
"Kofu, Japan",City,2021,12.0
"Zaandam, Netherlands",City,2021,12.0
"Stanfield, USA",City,2021,12.0
"Sacramento, USA",City,2021,12.0
"Vineyard, USA",City,2021,12.0
"Niwot, USA",City,2021,12.0
"Hockessin, USA",City,2021,12.0
"Joliet, USA",City,2021,12.0
"Greencastle, USA",City,2021,12.0
"Lafayette, USA",City,2021,12.0
"Hutchinson, USA",City,2021,12.0
"La Plata, USA",City,2021,12.0
"Kalamazoo, USA",City,2021,12.0
"Cass Lake, USA",City,2021,12.0
"Camdenton, USA",City,2021,12.0
"Livingston, USA",City,2021,12.0
"Stallings, USA",City,2021,12.0
"Canton, USA",City,2021,12.0
"Steubenville, USA",City,2021,12.0
"Deer Park, USA",City,2021,12.0
"Arlington, USA",City,2021,12.0
"Lynchburg, USA",City,2021,12.0
"Pleiku, Vietnam",City,2021,12.0
"Amstetten, Austria",City,2021,11.9
"Boom, Belgium",City,2021,11.9
"Damme, Belgium",City,2021,11.9
"Dessel, Belgium",City,2021,11.9
"Mechelen, Belgium",City,2021,11.9
"Kadan, Czech Republic",City,2021,11.9
"Crolles, France",City,2021,11.9
"Lille, France",City,2021,11.9
"Luckenwalde, Germany",City,2021,11.9
"Trollenhagen, Germany",City,2021,11.9
"Sopron, Hungary",City,2021,11.9
"Capezzano Inferiore, Italy",City,2021,11.9
"Marino, Italy",City,2021,11.9
"Miyakonojo, Japan",City,2021,11.9
"Nakatsu, Japan",City,2021,11.9
"Imari, Japan",City,2021,11.9
"Shiroishi, Japan",City,2021,11.9
"Ciudad Juárez, Mexico",City,2021,11.9
"Napier, New Zealand",City,2021,11.9
"Moscow, Russia",City,2021,11.9
"Pietermaritzburg, South Africa",City,2021,11.9
"Potchefstroom, South Africa",City,2021,11.9
"Taebaek, South Korea",City,2021,11.9
"San Roque, Spain",City,2021,11.9
"Great Bookham, United Kingdom",City,2021,11.9
"Birmingham, USA",City,2021,11.9
"Downey, USA",City,2021,11.9
"Lincoln, USA",City,2021,11.9
"Weldon, USA",City,2021,11.9
"Yosemite Valley, USA",City,2021,11.9
"Erie, USA",City,2021,11.9
"Catonsville, USA",City,2021,11.9
"Glen Burnie, USA",City,2021,11.9
"Takoma Park, USA",City,2021,11.9
"Wheaton, USA",City,2021,11.9
"Rochester, USA",City,2021,11.9
"Missoula, USA",City,2021,11.9
"Camden, USA",City,2021,11.9
"Garner, USA",City,2021,11.9
"Barnesville, USA",City,2021,11.9
"Monroe, USA",City,2021,11.9
"Poteau, USA",City,2021,11.9
"Tulsa, USA",City,2021,11.9
"Donegal, USA",City,2021,11.9
"Harrisburg, USA",City,2021,11.9
"Lewisville, USA",City,2021,11.9
"The Woodlands, USA",City,2021,11.9
"Farr West, USA",City,2021,11.9
"South Salt Lake, USA",City,2021,11.9
"Richmond, USA",City,2021,11.9
"Hainburg, Austria",City,2021,11.8
"St. Polten, Austria",City,2021,11.8
"Vienna, Austria",City,2021,11.8
"Ribeirao Preto, Brazil",City,2021,11.8
"Znojmo, Czech Republic",City,2021,11.8
"Rouen, France",City,2021,11.8
"Nürnberg, Germany",City,2021,11.8
"Cottbus, Germany",City,2021,11.8
"Tegucigalpa, Honduras",City,2021,11.8
"Nakanoshima, Japan",City,2021,11.8
"Kuantan, Malaysia",City,2021,11.8
"Villarejo de Salvanes, Spain",City,2021,11.8
"Cranbrook, United Kingdom",City,2021,11.8
"Costa Mesa, USA",City,2021,11.8
"Los Banos, USA",City,2021,11.8
"Madison, USA",City,2021,11.8
"Yolo, USA",City,2021,11.8
"Dearborn Heights, USA",City,2021,11.8
"Hoboken, USA",City,2021,11.8
"Las Vegas, USA",City,2021,11.8
"Cary, USA",City,2021,11.8
"Winterville, USA",City,2021,11.8
"Miami, USA",City,2021,11.8
"Burns, USA",City,2021,11.8
"North Augusta, USA",City,2021,11.8
"Dallas, USA",City,2021,11.8
"Steyregg, Austria",City,2021,11.7
"Zwijndrecht, Belgium",City,2021,11.7
"Feijo, Brazil",City,2021,11.7
"Mont-Royal, Canada",City,2021,11.7
"Alto Hospicio, Chile",City,2021,11.7
"Lyon, France",City,2021,11.7
"Amiens, France",City,2021,11.7
"Foggia, Italy",City,2021,11.7
"Saijo, Japan",City,2021,11.7
"Shijonawate, Japan",City,2021,11.7
"Zielona Gora, Poland",City,2021,11.7
"Oliveirinha, Portugal",City,2021,11.7
"Valdemoro, Spain",City,2021,11.7
"Port de Sagunt, Spain",City,2021,11.7
"Bioggio, Switzerland",City,2021,11.7
"Ringwood, United Kingdom",City,2021,11.7
"Swansea, United Kingdom",City,2021,11.7
"Madison, USA",City,2021,11.7
"Bella Vista, USA",City,2021,11.7
"Camarillo, USA",City,2021,11.7
"Cold Ekurhuleni, USA",City,2021,11.7
"Colfax, USA",City,2021,11.7
"Folsom, USA",City,2021,11.7
"Lost Hills, USA",City,2021,11.7
"Mammoth Lakes, USA",City,2021,11.7
"Pacheco, USA",City,2021,11.7
"Twain Harte, USA",City,2021,11.7
"Fort Lupton, USA",City,2021,11.7
"Gunbarrel, USA",City,2021,11.7
"Mechanicsville, USA",City,2021,11.7
"Saint Paul, USA",City,2021,11.7
"Piscataway, USA",City,2021,11.7
"Princeton, USA",City,2021,11.7
"Hell's Kitchen, USA",City,2021,11.7
"Apex, USA",City,2021,11.7
"Stoneville, USA",City,2021,11.7
"Cincinnati, USA",City,2021,11.7
"Kirtland, USA",City,2021,11.7
"Broken Arrow, USA",City,2021,11.7
"Townsend, USA",City,2021,11.7
"Decatur, USA",City,2021,11.7
"Magna, USA",City,2021,11.7
"Fairfax, USA",City,2021,11.7
"Black River Falls, USA",City,2021,11.7
"Wiener Neudorf, Austria",City,2021,11.6
"Voitsberg, Austria",City,2021,11.6
"Lustenau, Austria",City,2021,11.6
"Tarauaca, Brazil",City,2021,11.6
"Taubate, Brazil",City,2021,11.6
"Medicine Hat - Crescent Hts, Canada",City,2021,11.6
"Mulhouse, France",City,2021,11.6
"Bethune, France",City,2021,11.6
"Passau, Germany",City,2021,11.6
"Rio, Greece",City,2021,11.6
"Carcare, Italy",City,2021,11.6
"Matsuyama, Japan",City,2021,11.6
"Koga, Japan",City,2021,11.6
"Zentsuji, Japan",City,2021,11.6
"Malisevo, Kosovo",City,2021,11.6
"Kluang, Malaysia",City,2021,11.6
"Vredepeel, Netherlands",City,2021,11.6
"Elblag, Poland",City,2021,11.6
"Inje, South Korea",City,2021,11.6
"Malaga, Spain",City,2021,11.6
"Lugones, Spain",City,2021,11.6
"Las Palmas de Gran Canaria, Spain",City,2021,11.6
"Nakhon Si Thammarat, Thailand",City,2021,11.6
"Thalang, Thailand",City,2021,11.6
"Beaumont, USA",City,2021,11.6
"Dixon, USA",City,2021,11.6
"Lakeview, USA",City,2021,11.6
"West Hills, USA",City,2021,11.6
"Evansville, USA",City,2021,11.6
"Central, USA",City,2021,11.6
"Leonardtown, USA",City,2021,11.6
"Oceana, USA",City,2021,11.6
"Detroit Lakes, USA",City,2021,11.6
"Hamilton, USA",City,2021,11.6
"Helena West Side, USA",City,2021,11.6
"North Tonawanda, USA",City,2021,11.6
"Durham, USA",City,2021,11.6
"Fuquay-Varina, USA",City,2021,11.6
"Athens, USA",City,2021,11.6
"Holdenville, USA",City,2021,11.6
"Beallsville, USA",City,2021,11.6
"La Porte, USA",City,2021,11.6
"Farmington, USA",City,2021,11.6
"Grantsville, USA",City,2021,11.6
"Kearns, USA",City,2021,11.6
"West Point, USA",City,2021,11.6
"Ashland, USA",City,2021,11.6
"Spokane, USA",City,2021,11.6
"Mortsel, Belgium",City,2021,11.5
"Arica, Chile",City,2021,11.5
"Huasco, Chile",City,2021,11.5
"Passage West, Ireland",City,2021,11.5
"Lecce, Italy",City,2021,11.5
"Kuji, Japan",City,2021,11.5
"Minamata, Japan",City,2021,11.5
"Kashima, Japan",City,2021,11.5
"Miri, Malaysia",City,2021,11.5
"Nijmegen, Netherlands",City,2021,11.5
"Rotterdam Zuid, Netherlands",City,2021,11.5
"Blenheim, New Zealand",City,2021,11.5
"Dzialoszyn, Poland",City,2021,11.5
"Toseong, South Korea",City,2021,11.5
"Chert/Xert, Spain",City,2021,11.5
"Ashford, United Kingdom",City,2021,11.5
"Brighton, United Kingdom",City,2021,11.5
"Elk Grove, USA",City,2021,11.5
"Piru, USA",City,2021,11.5
"Port Hueneme, USA",City,2021,11.5
"Arvada, USA",City,2021,11.5
"Hot Sulphur Ekurhuleni, USA",City,2021,11.5
"Lafayette, USA",City,2021,11.5
"Westminster, USA",City,2021,11.5
"East St. Louis, USA",City,2021,11.5
"Baltimore, USA",City,2021,11.5
"Ann Arbor, USA",City,2021,11.5
"Van Buren, USA",City,2021,11.5
"Lakewood, USA",City,2021,11.5
"Charlotte, USA",City,2021,11.5
"Enfield, USA",City,2021,11.5
"Akron, USA",City,2021,11.5
"Chardon, USA",City,2021,11.5
"Philadelphia, USA",City,2021,11.5
"Humble, USA",City,2021,11.5
"Pasco, USA",City,2021,11.5
"Madison, USA",City,2021,11.5
"Armidale, Australia",City,2021,11.4
"Lytton, Canada",City,2021,11.4
"Chenier, Canada",City,2021,11.4
"La Serena, Chile",City,2021,11.4
"Liberec, Czech Republic",City,2021,11.4
"Beauvais, France",City,2021,11.4
"Neuruppin, Germany",City,2021,11.4
"Düsseldorf, Germany",City,2021,11.4
"Montedecoro, Italy",City,2021,11.4
"Rieti, Italy",City,2021,11.4
"Munakata, Japan",City,2021,11.4
"Tagawa, Japan",City,2021,11.4
"Ozu, Japan",City,2021,11.4
"Tamano, Japan",City,2021,11.4
"Aktau, Kazakhstan",City,2021,11.4
"Glogovac, Kosovo",City,2021,11.4
"Zaragoza, Spain",City,2021,11.4
"Toledo, Spain",City,2021,11.4
"Lugano, Switzerland",City,2021,11.4
"Trat, Thailand",City,2021,11.4
"Nantwich, United Kingdom",City,2021,11.4
"Grass Valley, USA",City,2021,11.4
"Jackson, USA",City,2021,11.4
"Vista, USA",City,2021,11.4
"East Haven, USA",City,2021,11.4
"Fishers, USA",City,2021,11.4
"Lawrence, USA",City,2021,11.4
"Anchorage, USA",City,2021,11.4
"Minneapolis, USA",City,2021,11.4
"Savage, USA",City,2021,11.4
"Stillwater, USA",City,2021,11.4
"Eureka, USA",City,2021,11.4
"Lima, USA",City,2021,11.4
"Aliquippa, USA",City,2021,11.4
"Greensburg, USA",City,2021,11.4
"Loretto, USA",City,2021,11.4
"Trophy Club, USA",City,2021,11.4
"Hill Air Force Base, USA",City,2021,11.4
"Perry, USA",City,2021,11.4
"Leesburg, USA",City,2021,11.4
"Chetek, USA",City,2021,11.4
"Landen, Belgium",City,2021,11.3
"Prague, Czech Republic",City,2021,11.3
"Creil, France",City,2021,11.3
"Bobigny, France",City,2021,11.3
"Frejus, France",City,2021,11.3
"Elsterwerda, Germany",City,2021,11.3
"Dortmund, Germany",City,2021,11.3
"Worms, Germany",City,2021,11.3
"Reggio Calabria, Italy",City,2021,11.3
"Bolzano-Bozen, Italy",City,2021,11.3
"Imabari, Japan",City,2021,11.3
"Kure, Japan",City,2021,11.3
"Isehara, Japan",City,2021,11.3
"Kikuchi, Japan",City,2021,11.3
"Maastricht, Netherlands",City,2021,11.3
"Ustka, Poland",City,2021,11.3
"Zurich, Switzerland",City,2021,11.3
"Beaconsfield, United Kingdom",City,2021,11.3
"Crondall, United Kingdom",City,2021,11.3
"Westbury, United Kingdom",City,2021,11.3
"Windsor, United Kingdom",City,2021,11.3
"Aliso Viejo, USA",City,2021,11.3
"Alum Rock, USA",City,2021,11.3
"Angels Camp, USA",City,2021,11.3
"Bridgeport, USA",City,2021,11.3
"Byron, USA",City,2021,11.3
"Columbia, USA",City,2021,11.3
"Discovery Bay, USA",City,2021,11.3
"Esparto, USA",City,2021,11.3
"Newport Beach, USA",City,2021,11.3
"West Bishop, USA",City,2021,11.3
"Louisville, USA",City,2021,11.3
"Superior, USA",City,2021,11.3
"Cloquet, USA",City,2021,11.3
"Pine City, USA",City,2021,11.3
"White Bear Lake, USA",City,2021,11.3
"Bozeman, USA",City,2021,11.3
"Omaha, USA",City,2021,11.3
"Fargo, USA",City,2021,11.3
"Byesville, USA",City,2021,11.3
"Bend, USA",City,2021,11.3
"Bell Acres, USA",City,2021,11.3
"New Brighton, USA",City,2021,11.3
"Pocono Pines, USA",City,2021,11.3
"Prospect, USA",City,2021,11.3
"Huntsville, USA",City,2021,11.3
"Mineral, USA",City,2021,11.3
"Taylor, USA",City,2021,11.3
"Star Valley Ranch, USA",City,2021,11.3
"St. Valentin, Austria",City,2021,11.2
"Hasselt, Belgium",City,2021,11.2
"Dieppe, France",City,2021,11.2
"Nauen, Germany",City,2021,11.2
"Speyer, Germany",City,2021,11.2
"Altamura, Italy",City,2021,11.2
"Stazione di Padule, Italy",City,2021,11.2
"Dazaifu, Japan",City,2021,11.2
"Kanzaki, Japan",City,2021,11.2
"Bandar Penawar, Malaysia",City,2021,11.2
"Samcheok, South Korea",City,2021,11.2
"Redcar, United Kingdom",City,2021,11.2
"Bodfish, USA",City,2021,11.2
"Carlsbad, USA",City,2021,11.2
"La Crescenta-Montrose, USA",City,2021,11.2
"Laguna Niguel, USA",City,2021,11.2
"Murphys, USA",City,2021,11.2
"Temecula, USA",City,2021,11.2
"Tuolumne City, USA",City,2021,11.2
"Westlake Village, USA",City,2021,11.2
"Broomfield, USA",City,2021,11.2
"Loveland, USA",City,2021,11.2
"West Cornwall, USA",City,2021,11.2
"Lapwai, USA",City,2021,11.2
"Meridian, USA",City,2021,11.2
"Durand, USA",City,2021,11.2
"Peoria, USA",City,2021,11.2
"Dale, USA",City,2021,11.2
"Jeffersonville, USA",City,2021,11.2
"Decorah, USA",City,2021,11.2
"Waterloo, USA",City,2021,11.2
"Wichita, USA",City,2021,11.2
"Burlington, USA",City,2021,11.2
"Annapolis, USA",City,2021,11.2
"Butte, USA",City,2021,11.2
"Pennington, USA",City,2021,11.2
"West Orange, USA",City,2021,11.2
"Ponca City, USA",City,2021,11.2
"Talent, USA",City,2021,11.2
"Ligonier, USA",City,2021,11.2
"Denton, USA",City,2021,11.2
"Huntington, USA",City,2021,11.2
"Sachse, USA",City,2021,11.2
"Riverton, USA",City,2021,11.2
"King George, USA",City,2021,11.2
"Plymouth, USA",City,2021,11.2
"Sheridan, USA",City,2021,11.2
"Innsbruck, Austria",City,2021,11.1
"Haselbach, Austria",City,2021,11.1
"Varna, Bulgaria",City,2021,11.1
"Xilin Gol, China",City,2021,11.1
"Saint-Martin-d'Heres, France",City,2021,11.1
"Tours, France",City,2021,11.1
"Gennevilliers, France",City,2021,11.1
"Gonesse, France",City,2021,11.1
"Rognac, France",City,2021,11.1
"Rome, Italy",City,2021,11.1
"Vado Ligure, Italy",City,2021,11.1
"Gubbio, Italy",City,2021,11.1
"Fukuyama, Japan",City,2021,11.1
"Reihoku, Japan",City,2021,11.1
"Seika, Japan",City,2021,11.1
"Isahaya, Japan",City,2021,11.1
"Beyneu, Kazakhstan",City,2021,11.1
"San Luis de la Paz, Mexico",City,2021,11.1
"Wijk aan Zee, Netherlands",City,2021,11.1
"Maassluis, Netherlands",City,2021,11.1
"Richmond, New Zealand",City,2021,11.1
"Collado Villalba, Spain",City,2021,11.1
"Isle of Wight, United Kingdom",City,2021,11.1
"Milton Keynes, United Kingdom",City,2021,11.1
"Stanford-le-Hope, United Kingdom",City,2021,11.1
"Huntsville, USA",City,2021,11.1
"Ketchikan, USA",City,2021,11.1
"Auburn, USA",City,2021,11.1
"Palos Verdes Estates, USA",City,2021,11.1
"Redwood Valley, USA",City,2021,11.1
"San Diego, USA",City,2021,11.1
"Sierra Madre, USA",City,2021,11.1
"Decatur, USA",City,2021,11.1
"Peck, USA",City,2021,11.1
"Glenn Dale, USA",City,2021,11.1
"Mount Airy, USA",City,2021,11.1
"Clayton, USA",City,2021,11.1
"Fredonia, USA",City,2021,11.1
"Hope Mills, USA",City,2021,11.1
"Ashtabula, USA",City,2021,11.1
"Blue Ash, USA",City,2021,11.1
"Depoe Bay, USA",City,2021,11.1
"Bradford Woods, USA",City,2021,11.1
"Conroe, USA",City,2021,11.1
"Heath, USA",City,2021,11.1
"Houston, USA",City,2021,11.1
"Mission, USA",City,2021,11.1
"Round Rock, USA",City,2021,11.1
"South Padre Island, USA",City,2021,11.1
"Lapoint, USA",City,2021,11.1
"Wolf Creek, USA",City,2021,11.1
"Newport, USA",City,2021,11.1
"Richland, USA",City,2021,11.1
"Spokane Valley, USA",City,2021,11.1
"Luanda, Angola",City,2021,11.0
"Schwechat, Austria",City,2021,11.0
"Brussels, Belgium",City,2021,11.0
"Terkoest, Belgium",City,2021,11.0
"Valemount, Canada",City,2021,11.0
"Hamilton, Canada",City,2021,11.0
"Solingen, Germany",City,2021,11.0
"Asakura, Japan",City,2021,11.0
"Nakamachi, Japan",City,2021,11.0
"Kanonji, Japan",City,2021,11.0
"Chigasaki, Japan",City,2021,11.0
"Hagi, Japan",City,2021,11.0
"Horst aan de Maas, Netherlands",City,2021,11.0
"Biest Houtakker, Netherlands",City,2021,11.0
"Masterton, New Zealand",City,2021,11.0
"Baerum, Norway",City,2021,11.0
"Sandvika, Norway",City,2021,11.0
"Phalaborwa, South Africa",City,2021,11.0
"Gangneung, South Korea",City,2021,11.0
"Vigo, Spain",City,2021,11.0
"Getafe, Spain",City,2021,11.0
"Blackheath, United Kingdom",City,2021,11.0
"Chorley, United Kingdom",City,2021,11.0
"Martock, United Kingdom",City,2021,11.0
"Antioch, USA",City,2021,11.0
"Lake Forest, USA",City,2021,11.0
